,Pt1-OnTx,Pt1-baseline,Pt2-OnTx,Pt2-baseline,Pt3-OnTx,Pt3-baseline,Pt4-OnTx,Pt4-baseline,Pt5-OnTx,Pt5-baseline
LOC728819,0.0280979,0.0156854,1.77046,3.235865,5.39792,4.595695,0.7779815,2.585585,0.451458,0.3908095
LOC728989,1.039195,0.4802545,5.04713,5.72504,0.65339,0.5578485,0.8916425,0.8373755,4.144875,3.868285
LOC729041,0.041457,0,0.09090035,0.2679305,0.442152,0.1684575,0.05282565,0.05551405,0.7203645,0.77042
LOC729080,0,0.02185755,0.920156,0.409168,0.09097095,0.057268,0.04812895,0.06515725,0,0.03167315
LOC729159,0,0,0,0,0.00908685,0,0,0,0,0
LOC729218,2.27055,1.218605,2.086835,1.34599,1.843655,2.06681,2.30266,2.19342,1.243805,3.380955
LOC729296,0,0,0,0,0.0095514,0,0,0.039646,0.01494935,0.01733425
LOC729506,0.334564,0.249198,0.04906515,0.0123258,0,0.01933045,0.0276462,0.0412121,0.0218808,0.0322605
LOC729603,0.4870765,0.150101,1.24357,0.995488,0.2174025,0.3187255,0.427321,0.3120815,0.1313075,0.5796745
LOC729609,0,0,0,0,0,0,0,0.0347552,0,0
LOC729683,0.543623,0.2976505,3.198635,3.285745,2.966115,1.734025,0.472567,1.0700485,4.297975,3.655815
LOC729732,0.1791565,0.0285025,0.1244739,0.256656,0.3182995,0.1544035,0.394232,0.0859427,0.604846,1.0214985
LOC729737,0.05687745,0.0208521,0.9632315,0.383119,0.3300635,0.347683,0.304621,0.2728995,0.2638365,0.7970835
LOC729739,0,0,0,0,0.14770975,0.22312855,0.0773945,0.2849495,0,0
LOC729911,0,0,0,0,0,0,0,0.0345042,0,0.0774655
LOC729930,0.01523975,0,0,0,0,0.02904945,0,0,0,0
LOC729950,0.017113,0.02833565,0.0651276,0.0321606,0.02313805,0.02468515,0.0921313,0.0860156,0.0717247,0.0285578
LOC729966,0,0,0,0,0,0,0,0,0,0
LOC729970,0.02952,0.0160191,2.740425,1.97118,1.74098,0.6509345,0.652473,1.29226,2.151075,1.205195
LOC729987,0,0,0,0,0.04995985,0.118196,0.1596875,0.234568,0.00782365,0.0066546
LOC730101,9.657275,9.86785,1.29026,1.107365,3.300965,5.308645,2.877445,2.064525,0.964006,1.578525
LOC730102,9.90294,8.781095,6.67416,5.91272,2.813175,3.271125,3.960455,5.56652,4.45483,4.512545
LOC730159,0,0,0,0,0,0,0,0,0,0
LOC730183,3.359985,4.518675,2.06054,2.06487,2.89905,2.77659,3.90879,3.87128,1.94512,1.631735
LOC730668,0.003052275,0,0.009422575,0,0.03419245,0.0453592,0.0354352,0.06467445,0.00442296,0.0107269
LOC731157,0.094066,0.05159,0.063479,0.0787575,0.377021,0.04895335,0.3040355,0.2578535,0,0.061737
LOC731424,0.015672905,0.0520836,0.1192485,0.1911985,0.04640855,0.09738325,0.0844656,0.2241205,0.403922,0.20617
LOC79999,0,0,0.012569,0,0,0,0,0,0.01111445,0
LOC80154,0.0071572,0,0,0,0.00962015,0.01010372,0.0181778,0,0,0.0077494
LOC81691,0.464959,0.9735855,1.130195,1.548645,1.377595,1.321935,2.290455,1.79121,2.0223,1.422275
LOC90246,0.017978325,0.01507395,0.2346205,0.1533735,0.187979,0.527293,0.02893455,0.120069,0.292647,0.1736865
LOC90784,4.302935,2.25985,8.271935,4.2887,5.26437,3.73487,4.376365,4.48848,5.31048,3.929205
LOC90834,0.4076205,0.10374015,0.707193,0.667012,0.394557,0.4334845,0.7086775,0.821329,0.07808345,0.3529025
LOC91450,0.06656195,0,0.4596915,0.342348,0,0.04347285,0.322575,0.112187,0.12764875,0.194168
LOC93432,0,0.049387,0,0,0.5582085,0.936136,0.01465255,0.0135755,0,0.0237567
LOC93622,11.58765,9.059975,8.58686,12.95055,6.434115,6.470145,5.01332,6.06751,11.21455,10.9512
LOH12CR1,10.70615,10.60895,6.311645,5.899165,6.770135,7.34191,6.993085,5.08135,3.47183,4.449725
LOH12CR2,1.203455,0.733772,0.799208,1.689855,2.082365,1.566065,1.698275,1.603215,0.512241,0.5995305
LONP1,57.28635,52.7005,50.84305,61.28575,41.8107,29.8425,33.96115,30.71415,44.92835,46.12995
LONP2,26.3096,33.09195,12.244,13.4158,16.6963,13.81685,14.5501,9.227825,7.191595,8.87709
LONRF1,12.1601,14.01525,19.6789,23.73675,3.300205,3.95919,12.5231,8.75858,9.980545,21.0173
LONRF2,0.874481,0.00254406,0.441164,0.35169,3.95891,5.14045,0.379812,0.761411,0.812588,1.04832
LONRF3,0.0431607,0.152514,0.7260645,1.10376,1.652495,1.26891,2.711575,1.963835,1.38233,1.50738
LOR,0,0,0.04021265,0,0,0,0.09510065,0,0.02691335,0.2381688
LOX,0.9210545,0.5233665,3.055995,2.1529,5.639925,14.56295,6.567785,25.21805,18.9284,5.214765
LOXHD1,0.0227795,0.01536665,0.118056,0.0334398,0.015816,0.03574175,0.0266691,0.08883985,0.338419,0.167856
LOXL1,2.352925,0.382685,4.01776,1.86195,4.20291,4.880985,4.768925,28.7809,63.9685,17.15155
LOXL1-AS1,0.0490936,0,0.2449425,0.11322705,1.51867,1.322145,0.2758565,0.674328,1.195325,0.762186
LOXL2,3.02495,5.404805,8.495555,5.074965,7.96391,51.22605,8.04094,14.88175,78.725,23.7292
LOXL3,5.404675,2.97279,10.5789,5.24268,50.40225,66.8588,219.52,164.157,9.22622,8.29943
LOXL4,0.4279625,0.0410212,1.593405,0.870569,99.3141,67.7244,213.143,166.0065,3.8176,0.868251
LPA,0.001592305,0,0,0,0.00298137,0.001544645,0.00282827,0,0,0
LPAL2,0.10491735,0.0630692,0.136602,0.11215655,0.1859005,0.1900965,0.215633,0.2651875,0.0974054,0.339173
LPAR1,0.5832955,0.309949,1.5468,0.6781315,20.4429,23.0041,4.621785,6.921195,6.95554,3.54829
LPAR2,3.96034,0.707808,8.33712,5.49353,4.58474,2.706625,0.647367,1.748535,3.058365,6.83266
LPAR3,0.05884955,0.0428381,0,0.0942655,5.392545,5.06149,1.109295,0.05270485,0.8603975,1.00302
LPAR4,0.0824684,0.02044385,0.09604,0.03453445,0.626295,1.18044,0.3220585,0.566509,0.3541685,0.199348
LPAR5,0.308688,0.4383145,7.077785,1.536315,1.85574,0.6901445,2.913225,3.289895,3.96089,5.433915
LPAR6,4.11281,1.06573,22.90735,10.4482,9.37749,11.16465,8.774645,16.57415,22.53205,40.5545
LPCAT1,23.16195,23.53995,72.2173,63.31865,33.4992,37.68705,10.6572,18.175,29.9915,50.4644
LPCAT2,55.0878,45.7441,9.449065,5.25575,3.50129,6.53721,8.269545,9.836185,5.34092,5.930625
LPCAT3,6.92969,11.0958,25.03225,12.4652,33.81685,30.4547,16.58345,17.79235,16.7954,14.9045
LPCAT4,17.34175,16.87775,14.1315,7.51194,11.4967,9.20353,25.22445,25.1172,21.6226,10.5904
LPGAT1,19.7902,24.0067,9.65758,8.69923,11.0393,10.46965,1.729165,3.54262,5.02108,5.65399
LPHN1,4.6326,6.83193,5.57709,5.129305,7.790325,6.06042,7.89841,6.375635,6.611655,4.68816
LPHN2,0.5648825,0.5696745,2.172495,0.657843,6.092755,7.96066,1.536575,4.877045,9.00526,4.789655
LPHN3,0.11438115,0.0413355,0.2234965,0.111249,1.292235,3.178905,11.52525,4.947,0.28113,0.04891965
LPHN3-AS1,0,0,0,0,0,0,0.1724365,0.1048305,0,0
LPIN1,15.56545,18.49375,5.67593,5.689005,11.0764,9.118155,3.856305,5.01476,5.792135,8.567335
LPIN2,5.30217,6.64966,5.33857,4.712815,4.52648,4.33357,13.1557,9.075655,7.315175,9.004685
LPIN3,7.92931,2.60907,7.74668,7.68987,2.64828,1.755985,3.212655,4.813605,2.015285,4.73427
LPL,9.674245,8.80019,4.136,2.339925,22.1521,20.1572,3.369815,8.91499,17.84905,8.201915
LPO,0.013924225,0.0152191,0,0,0.00442843,0.1063182,0,0,0,0.04143585
LPP,7.612505,7.30197,5.481705,3.10075,4.74883,8.88904,6.200305,9.916855,6.385775,4.52694
LPP-AS1,0,0,0,0,0,0.04818715,0,0,0.0574705,0
LPP-AS2,0.75759,0.52993,1.37542,0.8456745,2.712405,2.69212,1.984285,2.7228,0.961075,0.756521
LPPR1,0,0,0.0088292,0,5.604985,1.567615,0.08312145,0.0176791,0.06226655,0.05877175
LPPR2,15.55895,15.1657,19.7531,18.8516,23.55145,17.4947,20.01605,31.2474,23.53635,24.5248
LPPR3,0.0135294,0,0.01447135,0.0258472,0.9244995,0.315244,0.0649043,0.0571199,0.1197175,0.06494665
LPPR4,0.1775465,0.1809575,0.915679,0.60365,0.13223,0.4522775,0.9807795,2.031525,2.359975,2.00824
LPPR5,0,0,0.0100656,0.0164592,0.402556,0.08042915,0.170615,0.03504625,0.313988,0.1866585
LPXN,90.5704,40.53875,18.08625,9.40837,2.222105,4.942045,71.16345,64.6588,33.2902,31.49645
LRAT,0.158997,0.10962055,0.07534735,0.2127865,1.565975,16.44985,0.00469712,0.01646965,0.10360225,0.4919865
LRBA,6.649495,8.90969,2.52164,1.682755,2.94348,3.819745,8.92288,5.22761,2.77021,2.629835
LRCH1,14.61015,20.1202,5.8222,4.264375,2.66755,3.051875,7.707075,7.06331,7.07693,6.769915
LRCH2,0.0472904,0.113507,0.325377,0.1001629,1.74954,1.413255,0.242775,0.486131,0.4714705,0.454059
LRCH3,8.48593,11.06065,4.499295,3.604115,5.02076,10.82275,7.89717,7.451765,4.56814,2.94524
LRCH4,11.6348,12.21775,34.9594,35.1883,23.3443,18.47525,37.7741,41.9811,21.51945,28.77885
LRCOL1,0.01645635,0,0.0571805,0.08526485,0.423714,0.1230295,0.874774,0.2643735,0.02550665,0
LRFN1,0.225604,1.0870935,3.22805,3.58886,7.333535,3.7504,0.362421,0.831973,3.86363,5.249055
LRFN2,0,0,0,0.05483455,0.015901665,0,0,0.01576605,0,0
LRFN3,9.076525,8.49387,8.878685,9.278475,5.063515,3.366575,1.999365,3.416525,7.68342,4.75794
LRFN4,15.4812,10.95265,7.372835,11.66045,19.67965,15.0298,17.74815,14.72855,21.20595,17.5028
LRFN5,0.648417,1.02445,0.1199595,0.02815245,0.773358,0.918073,2.232405,10.92695,0.8719525,0.6671905
LRG1,0.0306158,0.10819575,1.0441,0.153224,0.248144,2.54897,0.4293915,0.75612,0.619136,2.35671
LRGUK,0.3240165,0.2712855,1.399935,2.026155,0.192056,0.2248665,14.6582,14.5026,1.063845,2.154805
LRIF1,14.3703,28.04525,14.21935,18.18,9.000055,16.12705,25.25615,16.74615,8.055065,11.62745
LRIG1,7.750885,5.56014,5.62394,4.01607,7.719795,10.15945,1.395805,4.00141,6.4493,4.65478
LRIG2,3.0665,3.43874,1.54729,1.994975,1.569675,2.184175,4.037895,2.41251,1.20271,1.276465
LRIG3,2.667255,3.28741,1.647275,1.32027,2.291875,2.910545,1.754825,2.446455,3.7797,2.6728
LRIT1,0,0,0,0,0.00525205,0.0170051,0,0,0,0
LRIT2,0.004303115,0.00491014,0,0,0,0,0,0,0,0
LRIT3,0.201477,0.02110125,0.1152755,0.07359955,0.05221845,0.1406265,0.03094475,0.01510245,0.04513235,0.08246935
LRMP,0.2364995,0.2264885,3.07388,1.61761,0.3535535,0.347338,0.7093365,1.61056,2.162565,2.003855
LRP1,21.8841,12.57705,23.6802,13.913,20.3559,30.22825,48.1626,91.2316,56.23095,26.13195
LRP10,70.4596,64.76845,46.7193,36.4302,31.3823,28.2206,44.26905,62.1483,47.64235,26.5031
LRP11,4.10766,8.706865,4.27078,2.96961,14.0701,17.27235,13.53045,13.07325,10.6457,9.84249
LRP12,22.7238,18.18875,4.03579,4.187995,36.1609,36.79135,54.66725,37.11395,5.394675,6.25494
LRP1B,0,0.005566185,0.00501174,0.000950235,0.6339895,1.70865,0.005516465,0.004761435,0.008974505,0
LRP2,0.02269685,0.008638195,1.279155,0.1836685,5.3197,0.8811005,0.10972415,0.00710672,0.00807562,0.00507588
LRP2BP,0.819116,0.5135045,0.6335245,0.425835,0.1547375,0.240872,0.750208,0.4618295,0.1724475,0.2894255
LRP3,10.41,8.596215,2.404325,1.562775,14.50795,9.002845,1.702625,6.53827,21.1512,11.2614
LRP4,0.529581,2.432355,0.6666545,0.9249865,2.71725,1.716055,1.36093,1.251105,1.3622,1.04738
LRP4-AS1,0.02585445,0.06783765,0.0116834,0.1607905,0.205303,0.2279175,0.3820315,0.2016545,0.174486,0.13544245
LRP5,6.058215,12.55485,2.17249,2.32551,25.5176,20.5227,1.77937,3.648715,11.7039,4.43024
LRP5L,0.8003335,0.607316,1.58335,1.54424,1.67689,2.18199,0.229496,0.5387365,0.73486,2.157235
LRP6,8.57949,12.17675,4.42941,2.96182,5.831805,10.4659,9.961015,6.720715,3.230935,3.191615
LRP8,3.35154,3.497645,3.211945,2.75241,6.26084,7.47307,5.947745,4.6081,5.328735,4.182055
LRPAP1,54.61735,53.77625,87.09725,73.18465,69.13255,69.8102,36.1219,39.5245,19.92555,18.36125
LRPPRC,23.91125,29.9593,18.06825,19.3038,21.64795,21.72135,21.3864,20.174,22.79765,31.16225
LRR1,7.05615,9.182275,7.44402,15.5533,5.114015,5.304105,12.7453,9.373455,11.7238,25.9618
LRRC1,4.86783,10.03659,2.07807,2.19808,2.226795,1.732515,0.20139,0.8047945,1.720025,1.18959
LRRC10,0,0,0,0,0,0,0,0,0,0
LRRC10B,0.07279835,0.07089695,0.8270695,0.3559385,1.632805,1.12296,0.3994215,0.6202635,1.93916,0.821178
LRRC14,5.221915,3.107635,5.78956,6.510665,7.04929,6.26185,5.66866,6.110845,4.80283,7.2874
LRRC14B,0,0,0.13360085,0.0288035,0,0,0,0,0.044948,0.02331275
LRRC15,2.134965,0.5386715,0.4834435,0.2844675,2.01056,7.30752,5.37476,26.34185,41.19035,8.64271
LRRC16A,15.2078,15.182,3.30545,3.07265,3.441575,2.63926,4.246685,3.54568,4.283355,4.0821
LRRC16B,0.226369,0.127005,1.30561,1.88335,0.161713,0.177181,0.08853005,0.1701095,0.2023295,0.4003895
LRRC17,0.07807335,0.1466975,0.923534,0.8584135,1.40303,8.640295,13.482,2.3289,3.2853,1.326385
LRRC18,0,0,0.0595859,0.0136508,0.007354,0.0085057,1.19958,1.106295,0.2587865,0.03510175
LRRC19,0,0.0067998,0.03410765,0.004268735,0.07435555,0.096503,0.1293595,0.07814125,0.004976115,0
LRRC2,0,0.006589655,0.887983,0.6001735,0.4486175,0.1400935,0.01923675,0.128367,0.1651075,0.280814
LRRC2-AS1,0.02834365,0.0644155,0.10889025,0.088108,0.0956869,0.1378586,0,0,0,0
LRRC20,0.9284475,1.872975,2.097,1.7039,3.49454,3.16035,7.154495,6.912715,5.098145,3.182775
LRRC23,5.192395,4.906905,5.4276,7.193805,5.450745,3.88441,3.367185,3.127675,3.62859,3.80803
LRRC24,3.26735,1.362765,5.40634,5.864355,7.116645,6.14574,5.47356,9.117955,5.825745,11.45935
LRRC25,0.926133,0.9015855,12.01355,5.29215,2.397965,2.688135,2.52622,6.395395,8.38655,6.784265
LRRC26,0,0.02025115,0.0426903,0.129105,0,0,0,0.0261992,0.848395,0.1087655
LRRC27,4.068535,3.225795,4.02066,2.91621,1.17866,0.9856125,2.2562,2.33,2.020895,1.74409
LRRC28,9.114475,14.20825,8.662055,6.68728,2.58741,3.678285,14.77605,9.637315,8.15976,5.719025
LRRC29,2.74357,2.653995,1.628785,1.510675,1.97284,0.8957205,1.525155,2.07003,1.986115,1.184045
LRRC3,0.06250005,0.471214,1.176165,1.66704,4.740395,5.52458,0.13424335,0.3567245,1.87657,4.280645
LRRC3-AS1,0,0,0.05442615,0,0.01609525,0.12306775,0,0,0,0.0639848
LRRC30,0,0,0.0522445,0,0,0,0,0,0,0
LRRC31,0,0,0,0,0.0100233,0.0551116,0.0090793,0,0,0
LRRC32,1.5877,0.956329,9.82415,3.96336,5.726195,5.16329,4.81793,18.75345,42.6092,15.6706
LRRC34,0.239092,0.05675835,0.7020865,1.487495,7.84236,11.11975,3.06134,2.81234,0.7371685,0.9022385
LRRC36,0.414176,1.040975,0.2735775,0.278822,0.02424955,0.0313579,0.00982715,0.0162587,0.17310385,0.10302785
LRRC37A,0.292735,0.2271925,0.6137495,0.3383665,0.086007,0.09272655,0.0594801,0.05311205,0.235674,0.382001
LRRC37A11P,0.01185645,0,0.0084559,0,0.0335596,0.08264105,0.0560401,0.0230531,0.01381058,0.00512155
LRRC37A2,0.5858785,0.418491,1.047145,0.694097,0.08060915,0.08496555,0.0489913,0.08343805,0.426302,0.70259
LRRC37A3,0.212152,0.2284035,0.782197,0.547664,0.372659,0.3550555,0.265122,0.332373,0.519861,0.466385
LRRC37A4P,1.35819,0.870963,0.3089235,0.234769,1.734855,1.511925,1.55211,1.32659,0.3156855,0.286185
LRRC37A5P,0,0,0,0,0,0,0,0,0,0
LRRC37A6P,0.0169495,0.005627005,0.1129755,0.1006118,0.0565396,0.0749733,0.11829895,0.06500195,0.0312294,0.0719656
LRRC37B,2.214275,1.87617,1.788055,1.920325,1.906075,1.814995,2.49914,1.80369,1.712955,2.529415
LRRC37BP1,4.767785,4.300775,2.98917,3.071705,5.98034,5.13034,5.553255,5.26939,3.940515,3.751365
LRRC38,0,0,0.0528218,0.01464065,0,0.01380695,0,0,0.0101237,0.0122468
LRRC39,2.63736,2.76642,2.748315,2.22312,0.5926865,0.5027215,2.007045,0.701585,0.757527,6.14782
LRRC3B,0.3160555,0.09626935,1.016518,0.9768735,0.03904365,0.00994565,0.028218,0.01399025,0.0236131,0.050826
LRRC3C,0,0.062032,0,0,0.0721131,0.04038185,0,0.02339085,0,0
LRRC4,0.413124,0.197569,1.081539,0.7146585,0.6444665,0.5860065,3.711435,2.60635,2.342575,1.04122
LRRC40,11.02155,9.963975,6.513735,8.077035,4.937865,8.26399,8.73933,6.61709,3.924235,5.98316
LRRC41,37.2683,37.86305,31.00115,26.18585,28.4698,25.0633,9.28512,14.26435,26.17815,18.49995
LRRC42,10.24235,16.21665,19.72755,25.4109,17.01665,15.11065,24.7449,27.5776,16.7782,13.23175
LRRC43,0.0062777,0.01900235,1.0375245,1.173945,0.382378,0.268221,0.07496195,0.0367759,0.2533055,0.2209615
LRRC45,5.790675,5.55036,10.89435,11.3175,5.88772,3.40178,3.78865,4.133745,18.01305,21.01155
LRRC46,0.723111,0.9871045,0.921072,0.425411,0.745673,0.646388,0.198427,0.306944,0.3450935,0.39689
LRRC47,20.1804,19.3043,14.2035,15.5202,19.7652,15.92035,17.92375,17.7107,24.70615,22.32145
LRRC48,0.330846,0.290984,0.4293105,0.732705,1.286695,1.10147,0.416559,0.382561,0.369681,0.3907435
LRRC49,0.76199,0.6536375,0.612944,0.4040925,0.731235,0.946905,0.4958785,0.4873805,0.6535135,0.453056
LRRC4B,1.21984,7.744,27.2588,30.01135,0.1699515,0.1343265,0.1966445,0.3029415,0.618168,0.897113
LRRC4C,0.125801,0.01535975,0.0732566,0.0136788,4.07739,5.83875,0.3573335,0.4634305,0.195991,0.1233302
LRRC52,0.03821965,0,0.334974,0.0503745,0.2536245,0.14055425,0.04511125,0.07389255,0,0
LRRC55,0.0101435,0.00853937,0.02664685,0.011767825,0.00861697,0.0253383,0.0271128,0.125013,0.172797,0.0499468
LRRC56,0.688898,0.4064635,0.455388,0.6262765,1.52361,1.346155,1.37053,1.467,0.612261,0.671941
LRRC57,13.5109,15.75905,9.18683,7.92893,7.223835,6.36384,24.67025,13.78645,6.631755,4.72984
LRRC58,15.4581,15.2475,6.566445,6.38056,11.956,14.94995,8.575365,8.54394,5.32222,7.768785
LRRC59,52.17865,58.19645,69.9029,57.8858,93.62615,97.71085,48.71165,51.7685,91.3278,71.32335
LRRC6,0.616471,0.9262685,1.535635,1.48159,3.406795,2.919965,0.8417045,0.533573,0.9863805,3.275725
LRRC61,0.227233,0.446686,1.457245,0.6033225,0.177555,0.4498375,0.532443,2.37639,2.254465,1.511495
LRRC63,0.559112,0.365616,0.243756,0.205536,0.159744,0.074778,0,0.03703545,0.08549925,0.180869
LRRC66,0.326573,0.00789907,0.1308899,0.07332325,0.07041915,0.204816,0.1045854,0.16692,0.1180233,0.463266
LRRC69,0.165344,0.04301215,0.260743,0.5380965,0.172231,0.1449665,0.10195935,0.08700755,0.10842625,0.187717
LRRC7,0.00242606,0.0080491,0.0057043,0,0,0.00234933,0.003301175,0,0.00263371,0
LRRC70,0.2077905,0.273788,0.9432255,0.843171,0.128567,0.49842,0.540603,1.319385,2.125525,0.975958
LRRC71,0,0.01256185,0.12507825,0.08582745,0.01240085,0.0613354,0.05564175,0.03069675,0.0509858,0.127902
LRRC72,0,0,0,0,0,0,0,0,0,0
LRRC73,0.1678395,0.3818475,2.888415,3.000925,0.634673,0.9115895,1.309045,1.17363,1.589005,1.631645
LRRC74,0,0,0,0,0,0,0.0108446,0,0,0.01070375
LRRC75A,6.31857,4.86341,3.00075,3.266955,0.794989,0.5383455,0.886076,1.29198,1.63784,2.054745
LRRC75A-AS1,604.2495,852.339,296.0745,804.3285,446.5995,276.892,195.487,162.0085,468.2855,393.317
LRRC75B,1.326535,1.660745,0.6524615,2.32629,7.67533,7.01757,1.35242,2.036165,3.190605,6.60567
LRRC8A,9.89346,12.1017,11.1896,9.0124,32.77995,20.31625,8.225395,11.7606,27.5176,18.96965
LRRC8B,2.653515,3.965885,2.45376,1.925815,3.42966,5.00245,11.2181,7.09795,2.158705,2.350335
LRRC8C,4.887115,7.501605,4.187515,2.03867,3.69553,5.467735,15.06025,11.7767,5.746295,5.205645
LRRC8D,39.93555,29.9605,24.50585,16.8556,13.8098,26.0583,21.40605,15.87345,5.65637,8.484545
LRRC8E,3.393305,3.826745,0.0793755,0.1025085,1.46269,1.885355,0.1113985,0.5268935,1.686895,1.9764
LRRC9,0,0,0.01097565,0.003114005,0.00441852,0,0,0,0,0.00280243
LRRCC1,3.64685,1.849765,3.230985,2.58489,5.59248,6.28387,8.649225,6.92508,1.45672,4.87653
LRRD1,0.02896285,0.0163549,0.06942585,0.02801405,0,0.00683555,0,0.0079532,0,0.0257622
LRRFIP1,33.9435,39.80425,19.9628,20.2685,32.4013,45.33815,29.1503,33.35435,21.96325,24.7336
LRRFIP2,26.21685,32.4566,26.3636,18.72,16.94825,21.4611,23.56925,21.518,12.561,13.39945
LRRIQ1,0.240487,0.1028078,0.00860691,0,0.0991223,0.156398,0.0064426,0.0229973,0.0288382,0.04207585
LRRIQ3,0.2215085,0.2354315,0.0771627,0.1663315,0.3152865,0.341581,0.8359465,0.760558,0.1113678,0.07666025
LRRIQ4,0.00719225,0.0078306,0.0394486,0,0.484051,1.11858,0.09119965,0.0375084,0.0097115,0.02193175
LRRK1,2.54608,2.96068,4.478525,2.86115,2.043745,2.03555,0.736666,2.140075,3.90627,2.62518
LRRK2,0.21554,0.0350943,1.195225,0.621595,1.949,0.9977945,0.412064,0.600093,0.4592715,1.57093
LRRN1,0.00869483,0.0389123,0.10175,0.0272027,0.5938775,0.141735,0.03569575,0.0447456,0.2532395,0.1375705
LRRN2,0.022029295,0.0240884,0.3546635,0.201733,9.675625,4.586975,0.1302693,1.09466,0.84636,0.3157585
LRRN3,0.0469326,0.0104779,0.2346175,0.0973006,0.3392415,0.2846745,5.83191,1.92657,0.2622505,0.683386
LRRN4,0.004311255,0,0.01553955,0,0.02817965,0.00457591,0.0169393,0.02627755,0,0.0108479
LRRN4CL,25.2175,54.6171,0.585275,1.772475,0.2124585,0.525942,11.6337,1.60683,3.372615,1.22892
LRRTM1,0.01308925,0,0.01128975,0.0177779,10.28145,0.226704,0.01153485,0.0626409,0.09290665,0.05888865
LRRTM2,0.255634,0.02221635,1.075617,0.164564,1.187625,1.55788,0.188207,0.3400815,0.12729465,0.2489185
LRRTM3,0,0,0,0,0.0212358,0.0108052,0,0,0,0
LRRTM4,0,0,0,0.0156852,0.003963515,0.00997734,0.00703055,0.00505565,0,0
LRSAM1,5.43001,3.840055,7.84842,5.52003,9.15715,5.52752,2.724125,3.594005,5.22924,6.076175
LRTM1,0,0,0,0,0,0,0,0,0,0
LRTM2,0,0,0,0,0.003207045,0.003262435,20.2346,3.97811,0,0
LRTOMT,1.317875,1.394805,1.76738,1.778145,3.042095,2.93737,1.992065,1.659135,1.839595,1.42688
LRWD1,5.199315,6.41662,27.14245,38.1045,11.9206,10.99175,43.65625,35.14215,51.2446,41.32405
LSAMP,11.9562,5.48425,2.681645,0.965326,7.037305,14.23885,3.500235,5.09042,3.780915,5.317335
LSAMP-AS1,0,0,0,0,0.02572285,0.0262448,0.3444395,0.0424732,0.03944565,0.0961673
LSG1,9.40706,9.303045,14.5906,13.9895,15.6853,16.2249,13.17515,13.18955,10.6182,11.30425
LSM1,36.97415,41.40255,35.12575,46.24465,13.13795,15.14515,69.58555,52.4166,37.6797,54.63
LSM10,37.957,35.6587,63.59525,99.4411,43.92585,31.04235,58.43295,49.4143,55.6235,66.7643
LSM11,1.900575,2.373015,0.357136,0.5629785,1.123125,1.33075,0.996152,0.8874405,1.52494,0.911896
LSM12,25.16055,29.1274,18.52365,16.40915,27.0927,31.71265,23.64,22.77585,25.15655,23.2281
LSM14A,53.4956,71.66,32.12905,20.73365,28.4464,39.8578,29.9017,25.22095,32.4828,23.4756
LSM14B,21.74875,27.2969,35.11625,31.36915,21.12915,17.92415,23.0542,23.64315,23.9281,20.2174
LSM2,8.548885,15.4529,6.11221,10.89675,2.853045,2.462545,4.323265,5.60909,12.88385,7.978755
LSM3,56.85625,86.4469,78.44775,132.034,69.6196,66.38355,57.52265,46.4489,131.512,95.76235
LSM4,51.1192,56.58145,60.8033,79.5839,52.5737,44.41745,49.7547,41.3725,81.4376,79.29395
LSM5,7.83369,11.34645,25.9153,50.4355,19.76245,25.15675,22.08665,14.7614,18.3407,17.93795
LSM6,32.8819,44.03735,26.39005,33.47345,19.20165,20.45235,30.24495,13.4852,37.0116,27.9938
LSM7,72.2238,79.5273,133.9315,287.6055,168.315,132.1935,133.912,90.28225,107.801,92.35325
LSM8,5.709325,4.625485,6.44526,4.50784,2.442235,4.028105,6.22249,5.527365,5.1745,5.618585
LSMEM1,0.262172,0.2432985,1.300015,1.275795,0.167486,0.2723505,0.91576,1.334255,0.3533715,0.9937305
LSMEM2,0.00919425,0.0102178,0.220888,0.09619035,0.0260863,0.173619,0.9254405,0.3003535,0.06781215,0.09635635
LSP1,4.452965,2.684615,34.38605,22.22575,9.567115,14.306,11.0503,41.0618,127.0885,68.28565
LSP1P3,0.3240915,0.04451965,0,0.3165185,0.0718015,0,0,0,0.15921,0
LSR,1.822725,1.568945,2.43596,1.713925,1.421545,1.46147,1.56272,2.64251,3.232395,3.70417
LSS,28.4508,23.33725,11.16175,11.4678,24.258,21.4696,13.11125,9.972245,14.5997,17.36935
LST1,1.72865,0.7173855,26.39945,17.4384,4.350635,3.01547,2.917785,10.74355,15.03505,27.6839
LTA,0,0,0,0,0,0,0,0,0.0148155,0
LTA4H,47.15915,59.21065,31.25955,23.7826,29.1093,31.45725,26.1307,25.58925,31.7589,40.55635
LTB,0.12280225,0.03624035,1.080525,1.205365,0,0,0.1582405,0.7173935,1.3312955,0.8970225
LTB4R,2.18067,0.38923,5.585625,4.442415,0.7419715,1.48391,0.835201,1.72223,2.00001,3.81574
LTB4R2,1.55776,0.2572475,4.0348,3.567345,0.395912,0.912235,0.498484,1.72352,2.40504,2.407535
